postcode_2016,Outer Regional Australia,Remote Australia,Very Remote Australia,Major Cities of Australia,Inner Regional Australia,ra_code,ra,ra_digit2,irsad_score_weighted,irsd_score_weighted,economic_score_weighted,education_score_weighted,irsad_decile_weighted,irsd_decile_weighted,economic_decile_weighted,education_decile_weighted,irsd_score_average,irsad_score_average,economic_score_average,education_score_average,irsd_decile_average,irsad_decile_average,economic_decile_average,education_decile_average
0862,0,0,100,0,0,74,Very Remote Australia,4,778.2026726347972,727.4816229559218,721.8170734947985,778.2026726347972,1.0777301470166845,1.0777301470166845,1,1.0777301470166845,768.6,805.2,765.4,847.8,1.1666666666666667,1.1666666666666667,1,1.3333333333333333
0870,0,100,0,0,0,73,Remote Australia,3,1025.6595872205235,1020.1156386914985,987.9370177953891,1025.6595872205235,6.288320068199107,6.052667816491651,5.05721017179241,6.288320068199107,993.1818181818181,1005.3454545454546,966.3272727272728,1027.0363636363636,5.809523809523809,6.126984126984127,4.7936507936507935,6.634920634920635
0872,0,4.38,95.62,0,0,74,Very Remote Australia,4,691.1763922964458,566.9175531971259,585.6986166916698,691.1763922964458,1.3320574105578937,1.3183220810609588,1.0350851710499618,1.3320574105578937,587.4307692307692,703.9846153846154,615.4461538461538,839.7846153846153,1.4943820224719102,1.5617977528089888,1.247191011235955,2.2247191011235956
0873,0,100,0,0,0,73,Remote Australia,3,921.7058630932786,882.7573638524965,921.2208700986881,921.7058630932786,4.753584478042333,4.753480441242934,5.527212027735493,4.753584478042333,842.1111111111111,890.8888888888889,889.1111111111111,926,3.6153846153846154,4.230769230769231,4.461538461538462,4.461538461538462
0874,0,100,0,0,0,73,Remote Australia,3,1110.1669608586485,1114.9057636756988,1017.443343862139,1110.1669608586485,9.22757438878633,9.917943364957377,6.165584864166809,9.22757438878633,924.4,962.8,901.2,1016.8,6.375,6.5,4.875,6.75
0875,0,100,0,0,0,73,Remote Australia,3,977.4698193936133,973.0681295955617,944.0731455994907,977.4698193936133,4.890109486863456,4.6639071703950155,3.898377607154419,4.890109486863456,947.4545454545455,958.7272727272727,930.2727272727273,998.7272727272727,4.642857142857143,5.071428571428571,4,5.785714285714286
0880,0,0,99.68,0,0,74,Very Remote Australia,4,934.205408547964,895.4714521287998,818.3703343763426,934.205408547964,4.593932104208876,4.864381346125199,2.7891597336838716,4.593932104208876,940.3333333333334,959.0666666666667,868.2,988.4666666666667,5.388888888888889,5,3.111111111111111,5.277777777777778
0885,0,0,99.7,0,0,74,Very Remote Australia,4,1076.1574221310318,1092.2755813579945,990.3502926501768,1076.1574221310318,8.22003305043101,8.984547806829612,4.984844503944141,8.22003305043101,947,969.75,894.5,1017.25,7,6.5,4,6.5
0886,0,100,0,0,0,73,Remote Australia,3,1010.0565856072079,1024.042958868889,920.5864092124984,1010.0565856072079,5.664528914392937,6.7658356275438125,2.691463177493933,5.664528914392937,964.4,968,881.8,1010.4,5.6,4.8,2.4,5.8
2000,0,0,0,99.65,0,10,Major Cities of Australia,0,1065.6456264629835,977.4720654250136,803.156170075174,1065.6456264629835,7.362225579010283,4.4477405393895335,1.682358644221346,7.362225579010283,999.2833333333333,1081.6666666666667,838.55,1137.4,5.130434782608695,7.782608695652174,2.0144927536231885,9.217391304347826
2006,0,0,0,100,0,10,Major Cities of Australia,0,1018.8006095911177,935.5879578297385,757.1731945528204,1018.8006095911177,6.109830564458226,3.294325904809302,1.155141976372221,6.109830564458226,920.3333333333334,1004.3333333333334,771.6666666666666,1132.5,6,7.6,1.6,8.9
2007,0,0,0,100,0,10,Major Cities of Australia,0,1034.169936308982,945.5158096064004,739.6157616418501,1034.169936308982,6.401878184422871,3.362469503583441,1.1561128717880524,6.401878184422871,957.375,1041.9583333333333,773.9166666666666,1125.375,3.84,6.8,1.2,9.04
2008,0,0,0,100,0,10,Major Cities of Australia,0,1085.0775310586764,1001.2224548444973,784.8735338499796,1085.0775310586764,8.0209113226453,5.032908171430231,1.2934383538588718,8.0209113226453,983.3333333333334,1060.2962962962963,777.1481481481482,1139.1851851851852,5.0344827586206895,7.275862068965517,1.4827586206896552,9.137931034482758
